"date","market_1","market_2","market_3","market_4","market_5","market_6","market_7","market_8"
2008-03-10,0.993809450326464,1.1783334496414,NA,1.14303950930029,1.15479136341121,0.993911424299923,1.02063874358881,1.02431518566471
2008-03-11,1.01169309406742,NA,1.07205545276174,1.16070362243654,1.1773056834164,0.995793694228468,NA,NA
2008-03-12,1.01479798324031,1.17383499542042,NA,1.15548769086659,1.18984402724231,0.987734800633894,1.03365990542298,1.02852633853436
2008-03-13,1.02013931231731,NA,NA,1.15265993875665,1.18846024502031,0.989889471823317,1.0354145006298,1.03920634789308
2008-03-14,1.03800796115094,1.20628035535957,NA,1.17598101346489,1.21400362727233,1.01098940826306,1.08198777056426,1.10026804245878
2008-03-15,1.02387804191064,1.20707175362711,1.06181211975432,1.16593878768187,1.19807092565196,0.990859754760101,1.08863247537455,1.12695456960791
2008-03-16,0.993366900692587,NA,1.01693502896659,1.1283312599545,1.16168302308445,0.949171664590651,1.06414558190609,1.10229609539086
2008-03-17,1.00998315948765,NA,0.997144283391338,1.13717222112248,1.15832305118421,0.938707554580514,NA,1.11094140907235
2008-03-18,1.02239511588511,1.19942363575159,0.986226009109228,1.13120285383381,NA,0.920792297518903,1.06162437090145,1.10349279363021
2008-03-19,1.0313774258758,NA,0.967356923163087,1.12885469421014,1.13125478841866,0.909884152594794,1.07219914821633,1.09462112016812
2008-03-20,1.03835421113759,1.19559580946593,NA,1.12746233052893,1.14384934352077,0.913472278139779,1.07020187895133,NA
2008-03-21,1.06555861733055,1.21933444749893,NA,1.16064927826924,1.18397858486837,0.941904488600615,1.08805959646738,1.10961338651052
2008-03-22,1.05476483670928,NA,0.99450137834879,1.16430177540751,1.18782761403324,0.930330723649151,1.0873456145751,1.11139639015924
2008-03-23,1.0161557040789,1.20172484708724,0.968430460169636,1.1242092922593,1.17288463715575,NA,1.05445342464497,NA
2008-03-24,1.01758492953643,1.22258383969791,0.963415078484662,1.11780540762134,1.1832348754522,0.915865018738825,1.05013650764902,1.09336713515825
2008-03-25,0.997578588655803,NA,0.951383295351493,1.110777113954,1.18066570255092,NA,1.0351332002331,NA
2008-03-26,0.993143411047916,NA,0.964128861349358,1.10960619079504,1.19235074468916,0.916455530465038,1.03210841827987,NA
2008-03-27,1.00692136898826,1.26119661819316,0.973875321839939,1.10114451864369,1.19514057120615,NA,1.0398097140936,1.10993404454253
2008-03-28,1.04127623270121,NA,1.02130796559816,1.12370696563375,1.22324802944724,0.956019923408563,1.09082571301656,NA
2008-03-29,1.0300710954087,1.30356924222651,1.02318639724062,1.11472994254971,NA,0.956138090673078,1.08767445426219,1.15692387459241
2008-03-30,0.993077984048761,NA,0.993693690966497,1.0888199418107,1.18592885646485,0.932864797860712,1.04508325493988,1.1196669530083
2008-03-31,0.998299548063905,NA,1.00036233933386,NA,1.20604823946526,0.944557291330237,1.04070579810567,1.11135468160399
2008-04-01,1.09191112714476,NA,1.11299290239939,1.18507207227134,1.32770869004468,NA,1.12707499087603,1.21382705461925
2008-04-02,1.10755711472745,1.44243651242887,1.12217870181038,1.18643186281159,1.34326591239064,NA,NA,1.20778610899171
2008-04-03,1.10927448834456,1.46478848034678,1.12849220692992,1.1877778084113,1.35911352391085,1.05947819065176,NA,1.19778627316009
2008-04-04,1.13900928137053,NA,NA,NA,1.39731576250209,1.09094180794215,1.16474897320604,1.21435356816167
2008-04-05,1.14108935595922,1.53226698120196,1.18360966591744,1.21709212740267,1.41765353225156,NA,1.17982334884775,NA
2008-04-06,1.1073595957841,NA,1.16949176327815,1.1997414283625,1.40293496888222,1.03104718549256,1.15573238197075,1.20090019364952
2008-04-07,1.09411862148293,NA,NA,1.19136667881801,1.40058311613665,1.02684700830206,1.13639474833485,NA
2008-04-08,1.06543089179054,1.47970139303271,1.17043260700874,1.19485558024585,1.39539830769895,NA,1.11982556018815,1.20557686186364
2008-04-09,1.03718265732249,1.47482340407559,1.16298259295772,1.19608353792458,NA,1.02042525934154,1.10644674957569,1.22033332048319
2008-04-10,1.02947709670195,1.48448965375517,1.15014194219261,1.20765185461576,1.37714915011193,1.01503291644436,1.09846618079403,1.24038876332919
2008-04-11,1.06634753432659,1.50961149937784,1.15736788459836,1.23367713255495,1.40327871130978,NA,1.11252424880948,1.28265281983533
2008-04-12,1.0648520579764,1.52112710290059,1.14632584328832,NA,1.39494747127685,NA,1.10038393002809,1.29986063517486
2008-04-13,1.02686674040958,1.49568856646586,1.10275985549084,1.19896041083645,1.37047432497183,0.986180520993489,1.06204027925029,1.26430681922832
2008-04-14,1.01443004708993,NA,1.08607122412613,NA,1.37187781928129,NA,NA,1.27153131632952
2008-04-15,1.00034599053223,1.49570738292926,1.07867677165058,1.19263273570058,NA,1.00581892646955,1.05735426839877,1.27795375308651
2008-04-16,1.00714263077745,1.51075623070711,1.08041173726955,1.20119982907013,1.38113251587378,NA,1.07027428877859,1.2887461834923
2008-04-17,1.00446133097496,1.50845224375645,1.07176533563795,NA,1.38093536059117,1.04445051869182,1.08408818578384,1.30624219905735
2008-04-18,1.03852501649783,1.54485404054868,1.11577395232459,1.25672214576283,1.41863754417244,1.0848415296494,1.1211324894891,1.3486069311395
2008-04-19,1.04000855901475,1.53646680917324,1.12558049455278,1.25678607368421,1.41558603607534,NA,1.13249638946845,1.35118036159075
2008-04-20,1.00663566844965,1.49505093919208,1.11032096198901,1.22287522913511,1.39782863741365,NA,1.11277077801108,1.32730333266181
2008-04-21,0.990827880016361,1.49472329051531,1.11357135004614,NA,1.39127688631842,NA,1.12323842272477,1.32367494741885
2008-04-22,0.969511332614614,1.49300815197987,NA,1.20697678414397,1.38451065681306,NA,1.13096434816,1.32982985558744
2008-04-23,NA,1.50312190447425,NA,1.20470196805665,NA,1.08107398774278,1.1488452000836,1.33908904404785
2008-04-24,0.960198068577955,1.49668349459447,NA,NA,NA,1.05936740192238,NA,NA
2008-04-25,NA,1.52446935240321,1.15531470447118,1.23025719853565,NA,1.07784259166446,1.20736987196476,1.37883626487331
2008-04-26,0.978217271188669,1.51627186098224,1.15126467997091,NA,1.42395553335828,1.05610203255952,1.23428619183277,NA
2008-04-27,0.937146957372142,1.47593662410124,1.12514821856697,NA,NA,1.00227775470016,NA,1.3710181717367
2008-04-28,0.937298176926553,1.47280557473473,1.12174415179417,1.18187338139212,1.38840827604171,0.984974172166333,1.22661585332127,1.38179659329511
2008-04-29,0.946309019527292,1.47096232248787,1.10875482779165,NA,NA,0.986493114943956,1.2279435157377,NA
2008-04-30,0.959100266737926,1.45928794837249,1.10723635274795,1.17909400492886,1.40179707131292,0.976866082721271,1.22290244742317,1.38928254957288
2008-05-01,1.07159027892686,1.56182916613429,1.2099433940332,1.28155665261634,NA,1.06471812198143,1.30487505741393,1.50238536200321
2008-05-02,NA,NA,1.24463711695982,NA,NA,1.08770026421278,NA,1.5511169904357
2008-05-03,NA,1.60994396904238,NA,1.32343771311614,1.56429990220669,NA,1.32912614589163,1.5615706219012
2008-05-04,1.09585965807476,1.59278289163014,NA,NA,1.54964680460532,1.06122675063406,1.30548174234294,1.54177980365061
2008-05-05,NA,1.60428082213092,1.21063274220466,1.31488717221707,1.55681157335083,1.06206221120989,1.32057137370539,1.54178601201344
2008-05-06,1.12578359044539,1.61114691511587,NA,1.32301697368948,NA,1.05512333516996,1.33120033488178,1.55618158004226
2008-05-07,1.1337931073421,NA,1.2410685038693,1.32792243935007,NA,1.04286507560961,1.32741091386146,1.56935703690773
2008-05-08,1.13440922103352,NA,NA,1.33233700803123,1.54114405100015,1.04032985152924,1.32338318867141,1.575612781402
2008-05-09,1.16302137045223,1.67366031869434,1.30630304303121,NA,1.56091233318621,1.06762523248535,1.3559868019581,1.61861598677609
2008-05-10,1.1702702428805,NA,1.32167580042042,1.35060089190628,1.55978979384395,1.06296472537781,NA,1.62632185089704
2008-05-11,1.15689976192542,1.68302414153873,NA,1.31251870268476,1.54762583019706,NA,1.33006732831625,NA
2008-05-12,1.16869193521454,1.69360796457114,1.30743858973713,1.29198365707157,1.55715747176423,NA,1.31823176764558,1.61024333346016
2008-05-13,NA,1.68558222613618,1.31364101441107,NA,1.56236723483164,1.01535684642504,1.32013842489599,1.60635037739424
2008-05-14,1.18680619430943,1.65737068061298,1.30900323818923,1.27105447799709,1.55138214854289,1.00348360122283,1.31823690934228,NA
2008-05-15,NA,NA,1.32223186590653,1.27783226539778,1.54902363435546,NA,NA,1.60868477870922
2008-05-16,1.21941144840227,1.65379574470267,1.35911114968574,NA,1.56320823276133,1.02384653104659,1.35244417257623,1.64255570279436
2008-05-17,1.21987106186766,1.64737716498421,1.35729510517213,1.29247812036121,1.55068322830847,1.02684094775011,1.35035498041244,1.64757986921764
2008-05-18,1.1799034234471,1.6213516815529,1.31619682094703,NA,1.50434845176289,0.996890896473007,1.30747662393166,1.61358997120424
2008-05-19,NA,1.61246664114228,1.31275943502054,1.24584141835744,1.50437776542016,NA,1.29189285828376,1.61798857705225
2008-05-20,1.17335008764095,NA,1.30949361279834,1.2410304825783,1.5191754216391,0.989964565995319,1.28991957336675,1.61790217853949
2008-05-21,1.17048853020699,NA,NA,1.22369926105335,1.52325876724598,0.983012495871727,NA,1.60839870723149
2008-05-22,NA,1.58802176728406,1.30371116668478,NA,1.52665301481947,0.996323960432125,1.28635666194839,1.60158660739415
2008-05-23,1.20102974094121,1.61133452070129,1.31623801680572,1.25764479266972,NA,1.01813171892902,1.31707063360249,1.61565476085989
2008-05-24,1.19670851988739,NA,1.3081819228123,1.26690496419844,1.54972447278293,1.02360221318735,NA,1.59924051426371
2008-05-25,1.15242641977931,1.590388161663,1.27035723987822,NA,1.52469025676341,1.00297688627852,1.29495843745871,1.55855396160172
2008-05-26,1.14168870748947,1.5943338437411,1.2843907267165,1.24342636418459,1.52376604855764,1.01514722240379,1.29934167318078,1.55961260873595
2008-05-27,1.13351614685913,1.60730048771593,1.29391794639263,NA,1.51984586285146,1.04300774773521,1.30369395678324,NA
2008-05-28,1.11956162717214,1.60536699440162,1.29384157391418,1.27107093471709,1.50935656655521,1.04634134584916,1.30142585650607,1.56658679964533
2008-05-29,1.10498365991186,1.60636454991098,1.28701767262536,1.26372713028695,1.50170103601586,1.04044423243715,1.29588705550931,1.56556249659103
2008-05-30,1.11883089525357,1.64076726756514,1.28918420778445,1.28245708041165,1.52099385309351,1.05495694605223,1.31709782513004,1.57630307138716
2008-05-31,NA,1.66365299241088,NA,1.27814748514837,1.51531469346537,NA,1.31746369365278,1.56540070931616
2008-06-01,1.18200950004361,1.74030266319186,NA,1.33230727864032,NA,1.1253655786885,1.39362929061298,1.63861359157475
2008-06-02,1.18782017412764,1.73771365442868,1.34550716138094,1.3204478851008,1.58424288037148,1.13095437890712,1.39894526845272,1.64018794529993
2008-06-03,1.18783729359489,1.73226184543266,1.32794101507094,NA,1.58011403633085,1.13199517499615,1.39817663017919,1.63768664764324
2008-06-04,1.17728550932412,1.73713157907745,1.30431068647037,1.29454524037269,1.57512239940043,NA,NA,1.63467841497178
2008-06-05,1.16458326355411,1.74616573744521,1.28945632119544,1.27658549088204,1.57828086853959,NA,1.40912621239715,NA
2008-06-06,1.18725841615488,1.79052049766287,1.30920828123249,NA,1.6325366973539,1.15608155652632,1.46573377439707,1.66622735260619
2008-06-07,1.17084650942677,1.80006020521249,NA,1.29860935002149,1.63931079306632,1.15548988615633,1.47530670354784,1.67061730265801
2008-06-08,NA,NA,1.28220351669012,1.25555227271366,1.6051136150229,1.12070861094001,1.44132477680456,1.64559791603048
2008-06-09,1.13809907135736,1.8006091299522,1.30320936473304,1.25248446689909,NA,NA,1.44519860299736,NA
2008-06-10,NA,1.81074448026438,NA,NA,1.62307764402438,1.11410397965914,1.44302355873179,1.65004221625873
2008-06-11,1.11821283628562,1.81577507343491,NA,1.26043117349034,1.60841649151645,NA,1.43654817678459,NA
2008-06-12,1.12744376915875,NA,1.33043434118226,1.26385021544995,NA,1.1199664623266,1.43639571441143,1.64936859223105
2008-06-13,1.17356261766409,1.85825204201037,1.35991393382664,1.31002071959453,NA,1.16254953037716,1.46898742675629,1.68930319577966
2008-06-14,1.174287490332,1.85783298434603,1.35308584660403,1.30682268160334,1.62173326437787,1.16210116280043,NA,1.69929717688315
2008-06-15,1.163235679052,1.84757596990489,1.32851996812599,1.28923682845047,1.59348396391387,1.13170335878225,NA,1.68434531908373
2008-06-16,1.16722490529001,1.85265633228789,1.32375393872803,1.30933863838364,NA,NA,1.47999458186611,1.68406664944426
2008-06-17,NA,1.84372971184164,1.31866383214992,1.32052350439615,NA,NA,1.46538476006775,1.6807943172399
2008-06-18,1.14763752272342,1.85360315278971,1.3150360864284,1.32941169815197,1.5501283127894,1.12549925276586,1.46796326290071,1.68500678988464
2008-06-19,1.14361446535128,NA,NA,1.33393081797391,1.54180251726244,1.12098785741359,1.46953339719645,NA
2008-06-20,1.20135832552409,1.90172251517888,NA,1.36958994846484,NA,1.15334604849498,1.50960231238785,NA
2008-06-21,NA,1.91568340204161,1.37386557502987,1.36060735777012,1.57164878852679,1.13938923467212,1.50761399002099,1.73297744706925
2008-06-22,1.21207498713363,NA,NA,NA,1.54613145542926,1.11570833695982,1.46818712879675,1.70831697063526
2008-06-23,1.2371390185549,1.89615289820084,1.32611821217927,1.32916736944751,1.53376351144504,1.1200448273128,1.45251441165804,1.71803995452382
2008-06-24,1.25050802955913,1.88001986072571,1.32606200058553,1.33568156182632,1.52263938013618,NA,1.44278334502113,1.73829513826946
2008-06-25,1.25526422256638,NA,1.33213868918492,1.3494751496239,1.52460910215999,1.10720334639494,NA,1.74750697874901
2008-06-26,1.24997474131243,1.84926886263269,1.33503772229227,1.34783980099428,1.5277571562309,1.11708101485496,1.43438693238009,NA
2008-06-27,1.29085102064962,1.88396763107156,1.38246559673427,1.38919308424654,1.5779741626078,1.16153273067478,1.47526891742027,1.78150301656236
2008-06-28,1.29165077383349,1.86340984175342,1.38074812852305,1.38815675257456,1.57610972978365,NA,1.47778198678669,1.78330202219213
2008-06-29,1.27653640216399,NA,1.35197919618576,NA,1.55115167745877,1.14293715583259,NA,1.75349724364129
2008-06-30,NA,NA,1.33581262432983,1.35495600079862,1.53856895185047,NA,1.46234732925321,1.74970479329588
2008-07-01,1.38259529757717,1.92120081675986,1.44775036322773,1.45755727618627,1.6477201145026,1.23573867666066,1.58002869784552,1.8717500139255
2008-07-02,NA,1.92792514950465,1.45427438451184,1.45627967084338,1.63914546805873,NA,1.60378547344931,1.88659304664219
2008-07-03,1.38591228657549,NA,1.4592683413297,NA,1.64291478902508,1.2388078114973,NA,NA
2008-07-04,1.43922581497904,1.95051065313995,NA,1.47459690133748,NA,1.2709895076124,NA,1.91390402389996
2008-07-05,1.44724522797892,1.95973918195193,1.49721453225465,1.46894970893625,1.69192406480478,NA,1.67112893411724,1.90421412416124
2008-07-06,1.43046264422762,1.93930429764712,1.47413470645885,1.44116816162246,1.69427453082417,1.27402920113885,1.66635409514269,NA
2008-07-07,1.42515978406239,1.93820138884734,NA,1.44732033371564,1.70068133935169,NA,1.65951908070533,1.84526030299368
2008-07-08,1.4253791454208,1.93336856478448,1.47499240649149,1.44701904887931,1.70997514001628,1.28446466812493,NA,1.83034610058704
2008-07-09,1.42958479759608,1.92577224550488,NA,1.44212638460402,1.70239968091355,1.28830711968342,1.6494433252278,1.82883632876284
2008-07-10,1.42252607243346,1.92977613737914,1.49480143563886,1.43516950137858,NA,1.29788497500225,1.63956230806274,1.8219088166761
2008-07-11,1.45208915038532,NA,NA,1.46527196480807,NA,1.35093018054623,1.66451364595333,1.8501437733004
2008-07-12,1.45249926423415,1.9708905044274,1.53794283263209,NA,NA,NA,NA,1.83815616065144
2008-07-13,1.42180895323113,NA,1.52330365734241,1.42025139631555,NA,1.3019967419537,1.63451871045739,NA
2008-07-14,1.4224647700794,1.95214668563779,1.52801098824108,1.40613800674881,NA,1.29486735470581,1.63301382711412,1.81663481800999
2008-07-15,1.41937175414904,1.95265620415815,1.53686750967487,1.38922250135404,1.63652957820044,1.29536606275055,1.64088317321974,1.81366172838738
2008-07-16,1.43617455628258,1.95551819852397,1.54515915447834,1.38803432964138,NA,1.30349248844458,1.64338046350508,1.82909836260701
2008-07-17,1.4403268598687,1.95666100763653,NA,1.38124186359472,1.61475707714135,1.31011975267043,1.64729144926117,1.82671324108929
2008-07-18,1.46780832760809,1.9939138449327,NA,1.40728599418169,1.63287498761686,1.35600718234745,NA,1.85610383562007
2008-07-19,1.47268518890824,1.98762240050513,NA,1.38584551162279,1.64369017447531,1.35981899422163,1.68191642382917,1.84897293436162
2008-07-20,1.44617964121242,1.96672091013963,NA,1.34599601669977,NA,NA,1.65573042676782,1.81906477327069
2008-07-21,1.46902269637909,1.97974310728591,1.58946594809801,1.34470187576146,1.62688333316495,NA,1.67680328353568,1.82912930084151
2008-07-22,1.47887229968878,1.9951910280273,NA,1.35245795848603,1.63803603411152,1.3540408473329,1.70826810396072,1.83250552526007
2008-07-23,1.48963000898858,1.9880710700767,1.58205750918018,1.35099307879154,1.63162346150931,NA,1.71128047419683,1.83848638610362
2008-07-24,1.47700794281758,1.97927328843169,1.5653900337685,NA,1.61582853986342,1.34967982014196,1.69261573828957,NA
2008-07-25,1.52393787871813,2.02962981587153,1.59712194771094,1.39075483230797,1.6702363262718,1.39917405513507,1.74141016960168,1.87433233616865
2008-07-26,1.54092837020216,2.03963029317481,1.60278505999464,1.39464447254269,NA,NA,1.72801072888163,NA
2008-07-27,1.51816515719532,NA,1.57592527966593,1.36254847013539,1.64295001570054,1.36680003368612,1.68860099791211,1.86152799795594
2008-07-28,NA,2.01571800367655,1.57230180077095,1.35143543991269,1.63351231255482,1.36166979000951,1.67943098188147,1.86784843762682
2008-07-29,NA,2.00603373126166,1.57218099046836,1.35226912168788,NA,1.35832850725111,NA,1.87900845178916
2008-07-30,1.5237402772559,NA,1.57322149372829,NA,1.63043193934363,1.35128201052796,1.65666134128964,1.88261457519036
2008-07-31,1.53547873490351,2.0143878790354,1.58706294891758,NA,1.63362144392717,1.35322062685614,1.64154546597956,NA
2008-08-01,1.66403716991212,2.15868660366908,1.71923300215577,NA,1.77241451837399,1.4794102987058,1.75384518507832,2.02052487543361
2008-08-02,1.65996305469227,2.16756229114648,1.71629554762188,1.4610567945256,1.76261191307375,1.46489132709213,1.73171346228806,2.01091492856516
2008-08-03,1.65100257052739,NA,NA,1.43723573972413,1.73886484650242,NA,1.68610846668509,NA
2008-08-04,1.66697522759895,2.13439846114331,1.70946523929582,1.45978710021532,NA,1.46236841080557,1.68587358468416,NA
2008-08-05,NA,2.11433227962472,1.70083708205396,1.46986255517679,1.75772057520449,1.46715720248761,1.68705084609276,2.00210809371721
2008-08-06,1.66343330440008,2.10818014953808,NA,1.47348033327072,1.75773070701008,NA,1.67961755571351,1.99074364678186
2008-08-07,1.67217001651254,NA,1.68583386601003,1.48026269792419,1.76401361875237,NA,1.67595937818475,1.99635692710671
2008-08-08,NA,2.14955928888059,NA,NA,NA,NA,1.71126708760238,2.0304761925897
2008-08-09,1.68794325732554,2.13381980861119,NA,1.50580353920542,1.77278893871729,1.48258097967756,NA,2.02307183831849
2008-08-10,1.6466882120977,2.09786678675822,1.67227699029705,1.47177997298776,NA,1.45097481169993,1.68586550942405,2.00097545301074
2008-08-11,1.63359462465981,NA,1.67522913232994,1.47654020695752,1.73107470649151,NA,1.6841208437288,1.99394021799639
